,SK_ID_CURR,TARGET,AMT_INCOME_TOTAL,AMT_ANNUITY,AGE,YEARS_EMPLOYED,OWN_CAR_AGE,CNT_FAM_MEMBERS,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Other,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Other,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,CREDIT_active,CREDIT_MEAN_OVERDUE_active,CREDIT_MEAN_active,proportion_OVERDUE_active,CREDIT_sold,CREDIT_MEAN_OVERDUE_sold,CREDIT_MEAN_sold,proportion_OVERDUE_sold,CREDIT_closed,CREDIT_MEAN_OVERDUE_closed,CREDIT_MEAN_closed,proportion_OVERDUE_closed,CREDIT_bad,CREDIT_MEAN_OVERDUE_bad,CREDIT_MEAN_bad,proportion_OVERDUE_bad,CREDIT_ask,Number_years_Loan_Theorical,INCOME_ANNUITY_RATIO
13068,384006,0,225000.0,20038.5,26.770919067215363,0.6968449931412894,4.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,134999.99999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,486640.1699999999,0.0,0.0,0.0,0.0,0.0,321047.2500000002,37.66449584549742,11.228385358185491
32013,384057,0,112500.00000000004,21649.49999999998,48.80932784636488,3.717421124828532,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,256499.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53110.500000000015,0.0,0.0,0.0,0.0,0.0,75668.14285714278,20.785699438786114,5.196424859696529
27834,384179,0,269999.99999999977,27000.00000000001,39.88477366255144,1.4869684499314129,4.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,382500.0000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285581.99999999977,20.0,10.0
13912,384189,0,225000.0,17428.50000000001,44.795610425240056,14.751714677640605,0.0,3.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,82681.49999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74325.85714285712,0.0,0.0,0.0,0.0,0.0,418504.4999999999,21.41957139168603,12.909888974954816
25351,384441,0,202500.0000000001,23202.00000000001,56.62551440329218,15.585733882030178,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,93239.99999999993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,137087.00000000003,0.0,0.0,0.0,0.0,0.0,208020.6000000001,29.09231962761831,8.727695888285492
3764,384701,0,112500.00000000004,8468.999999999996,31.57475994513032,1.3552812071330589,3.0,3.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,202500.0000000001,0.0,0.3333333333333333,9898.559999999996,17680.49999999999,0.5598574700941715,0.8571428571428571,0.0,42838.47000000001,0.0,0.0,0.0,0.0,0.0,31909.50000000001,19.28586609989373,13.28374070138151
36069,384784,0,116999.99999999993,6749.999999999999,28.296296296296298,2.290809327846365,0.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,310499.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134999.99999999997,0.0,0.0,0.0,0.0,0.0,141397.4999999999,20.0,17.333333333333332
19196,384797,0,179999.9999999999,35397.00000000001,39.73388203017833,14.732510288065845,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,186219.00000000015,0.0,0.0,0.0,0.0,0.0,1.0,1415.9999999999998,115516.06874999996,0.0122580348805369,0.0,0.0,0.0,0.0,112269.375,10.073735062293414,5.085176709890669
895,384829,0,179999.9999999999,28062.000000000025,47.89300411522634,9.522633744855968,0.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,79344.80999999992,134999.99999999997,0.5877393333333333,0.0,0.0,0.0,0.0,1.0,240.97499999999988,90607.50000000006,0.002659548050658,0.0,0.0,0.0,0.0,80005.49999999991,17.825208466966004,6.414368184733804
6290,384993,0,134999.99999999997,46448.99999999996,37.76406035665295,1.4732510288065843,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,324000.00000000006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72221.44500000002,0.0,0.0,0.0,0.0,0.0,92949.75000000007,14.368920751792288,2.906413485758574
34977,385021,0,179999.9999999999,28480.49999999998,46.72427983539095,4.647462277091907,14.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,681074.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244255.5000000001,0.0,0.0,0.0,0.0,0.0,123494.4000000001,9.479538631695371,6.320113762047717
25060,385035,0,112500.00000000004,6462.000000000002,23.764060356652948,1.6378600823045268,0.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,29812.500000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34922.249999999985,0.0,0.0,0.0,0.0,0.0,136364.99999999988,22.98050139275766,17.409470752089135
33413,385169,0,179999.9999999999,34037.99999999999,33.56104252400549,1.986282578875172,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,353475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.11898466419884,5.288207297726071
11356,385237,0,81000.0,8999.999999999998,29.876543209876544,7.039780521262003,9.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,51475.49999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90058.49999999994,0.0,0.0,0.0,0.0,0.0,8371.5,20.0,9.0
20641,385382,0,157500.00000000003,8999.999999999998,26.83127572016461,1.1385459533607682,8.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,50939.99999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66389.09000000001,0.0,0.0,0.0,0.0,0.0,222171.06521739133,20.0,17.5
17689,385430,0,269999.99999999977,29250.00000000001,53.45404663923183,10.131687242798352,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,162838.19999999998,0.0,0.0,0.0,0.0,0.0,1.0,10452.224999999991,177511.24124999985,0.0588820455898874,0.0,0.0,0.0,0.0,0.0,20.0,9.23076923076923
2560,385553,0,134999.99999999997,22324.499999999996,28.609053497942387,1.5967078189300412,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,78788.81249999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.743801652892564,6.0471679096956255
2383,385694,0,179999.9999999999,15371.999999999987,54.29355281207133,8.683127572016462,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,292499.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112500.00000000004,0.0,0.0,0.0,0.0,0.0,0.0,17.761124121779858,11.7096018735363
9238,386133,0,179999.9999999999,23742.0,44.31001371742113,2.921810699588477,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,179999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,166308.52500000002,0.0,0.0,0.0,0.0,0.0,0.0,37.90750568612585,7.58150113722517
17250,386180,0,225000.0,29074.49999999997,40.83950617283951,1.4732510288065843,5.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,22774.499999999996,362474.9999999997,0.0628305400372439,0.0,0.0,0.0,0.0,1.0,0.0,139921.20000000013,0.0,0.0,0.0,0.0,0.0,152996.85000000015,34.05045658566785,7.73874013310633
3584,386247,0,121500.00000000007,22306.5,39.522633744855966,7.599451303155007,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,328499.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,155611.1700000001,0.0,0.0,0.0,0.0,0.0,87502.50000000009,23.602582206980028,5.446842848497075
8832,386533,0,134999.99999999997,13963.499999999996,39.440329218107,0.8093278463648834,11.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,52073.99999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197664.93749999985,0.0,0.0,0.0,0.0,0.0,64988.99999999999,22.49436029648727,9.668063164679342
1754,386651,0,89999.99999999991,39438.00000000002,44.065843621399175,3.497942386831276,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,206550.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138915.00000000006,0.0,0.0,0.0,0.0,0.0,103410.00000000004,12.615244180739388,2.2820629849383844
21802,386662,0,134999.99999999997,17608.49999999998,33.6241426611797,11.058984910836765,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,436032.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,117216.75000000012,0.0,0.0,0.0,0.0,0.0,274414.49999999994,25.81139790442116,7.666751852798364
15486,386718,0,225000.0,24232.5,25.69272976680384,2.6502057613168724,1.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,269999.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63513.00000000005,0.0,0.0,0.0,0.0,0.0,58598.60294117645,9.285051067780874,9.285051067780874
19366,386910,0,225000.0,30388.5,37.4320987654321,1.53360768175583,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,315000.00000000023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,132849.00000000003,0.0,0.0,0.0,0.0,0.0,83143.49999999996,18.354657189397305,7.404116688879017
19407,386936,0,337500.0,25244.999999999975,30.7681755829904,8.83676268861454,5.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,111820.50000000007,0.0,0.0,0.0,0.0,0.0,1.0,6349.500000000001,204998.85000000015,0.0309733444846154,0.0,0.0,0.0,0.0,178978.84615384604,10.6951871657754,13.368983957219251
29010,387145,0,112500.00000000004,27445.500000000007,31.21536351165981,7.138545953360768,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,268224.7499999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38362.68000000002,0.0,0.0,0.0,0.0,0.0,88916.7857142858,14.894244958189867,4.099032628299721
12060,387404,0,134999.99999999997,6655.500000000003,28.41700960219479,7.651577503429356,7.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,195459.2999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66873.85714285716,0.0,0.0,0.0,0.0,0.0,232145.99999999988,19.587559161595674,20.28397565922921
8130,388393,0,175500.0000000001,35640.00000000002,51.920438957476,11.209876543209877,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51479.99999999996,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637,4.924242424242424
28412,388814,0,179999.9999999999,14791.500000000013,38.90260631001372,16.068587105624143,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,343124.99999999965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,309771.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,30.7271067843018,12.16915120170368
20788,389130,1,179999.9999999999,21627.00000000002,36.25788751714678,6.112482853223594,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,675000.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,277914.681818182,0.0,0.0,0.0,0.0,0.0,0.0,31.00291302538493,8.322929671244278
1948,389355,0,112500.00000000004,17693.999999999996,23.281207133058984,0.8724279835390947,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,96416.99999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42601.50000000002,0.0,0.0,0.0,0.0,0.0,0.0,36.36826042726348,6.358087487283825
25185,389985,0,112500.00000000004,33025.499999999985,27.21262002743484,0.532235939643347,0.0,3.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,9913.500000000004,281249.9999999998,0.035248,0.0,0.0,0.0,0.0,1.0,2382.75,155445.30000000008,0.0153285432238864,0.0,0.0,0.0,0.0,304715.6999999998,34.06458645592043,3.4064586455920427
19319,390097,0,89999.99999999991,29947.49999999997,39.13305898491084,0.3703703703703703,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,99275.08499999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72888.59999999999,0.0,0.0,0.0,0.0,0.0,54791.55000000004,25.217129977460555,3.005259203606311
24864,390145,0,67499.99999999994,12168.000000000002,32.795610425240056,1.5363511659807956,7.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,30181.500000000025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14303.654999999995,0.0,0.0,0.0,0.0,0.0,15678.0,20.34319526627219,5.547337278106509
25603,390233,0,112500.00000000004,29785.50000000002,36.60356652949245,10.093278463648836,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,360000.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,8307.86625,74481.42857142864,0.1115427887105126,0.0,0.0,0.0,0.0,119801.2499999999,14.000906481341593,3.777005589968273
5008,390280,0,179999.9999999999,45953.99999999998,28.337448559670783,4.614540466392318,0.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,62249.99999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,149051.34000000003,0.0,0.0,0.0,0.0,0.0,45751.49999999997,19.584802193497847,3.916960438699569
23425,390442,0,189000.0000000001,27076.5,28.957475994513032,6.702331961591221,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,367875.0000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104139.0000000001,25.09556257271065,6.980222702343361
4321,390589,0,143999.99999999988,31086.00000000001,23.519890260631,0.3895747599451303,7.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,342000.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78555.20625000002,0.0,0.0,0.0,0.0,0.0,29090.25,26.87319050376375,4.632310364794441
3527,390666,0,85499.99999999997,11249.999999999996,23.29766803840878,1.2839506172839503,3.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,134999.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55822.49999999996,20.0,7.6
29909,390669,0,269999.99999999977,40500.00000000004,49.33882030178327,12.008230452674898,3.0,3.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,175500.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,1730.629285714285,145993.66500000004,0.0118541396006072,0.0,0.0,0.0,0.0,35994.85714285712,20.0,6.666666666666667
9368,390775,0,225000.0,13499.99999999999,25.83539094650206,1.102880658436214,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,246305.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,137860.50000000015,0.0,0.0,0.0,0.0,0.0,88510.5,20.0,16.666666666666668
31271,390853,0,292499.9999999998,34213.49999999997,50.72153635116598,2.592592592592593,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,7235.414999999997,61969.49999999994,0.1167576791808873,0.0,0.0,0.0,0.0,1.0,0.0,129525.42857142848,0.0,0.0,0.0,0.0,0.0,82436.49999999994,23.511771669077994,8.549256872287256
18212,390933,0,179999.9999999999,6749.999999999999,44.57338820301784,4.507544581618656,0.0,2.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,675000.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,157500.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.666666666666668
11893,390979,0,112500.00000000004,17369.999999999985,43.72290809327846,13.11111111111111,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,89999.99999999991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,242043.75000000015,0.0,0.0,0.0,0.0,0.0,37757.24999999999,27.637305699481864,6.476683937823834
36298,391344,0,315000.00000000023,19516.50000000001,26.68038408779149,3.747599451303155,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,76279.04999999994,0.0,0.0,0.0,0.0,0.0,1.0,10713.442499999994,93076.68600000002,0.1151033944203814,0.0,0.0,0.0,0.0,188665.65,15.359926216278534,16.140189070786256
35506,391572,0,112500.00000000004,36594.00000000001,28.62002743484225,1.1906721536351166,10.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,261000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140979.59999999992,34.08165272995573,3.074274471224791
32977,391719,0,112500.00000000004,26126.99999999998,29.86008230452675,9.039780521262005,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,269999.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,2805.749999999999,191645.09999999992,0.0146403430090307,0.0,0.0,0.0,0.0,112642.5000000001,31.00241129865656,4.305890458146744
18538,392349,0,225000.0,46989.00000000004,42.92455418381344,7.237311385459534,0.0,3.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,210301.4999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,360647.325,0.0,0.0,0.0,0.0,0.0,164344.50000000003,10.082359701206665,4.788354721317755
14057,392420,0,112500.00000000004,11025.0,36.10150891632373,12.998628257887518,0.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,59312.24999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55475.95500000002,0.0,0.0,0.0,0.0,0.0,257082.7500000002,19.559183673469388,10.20408163265306
26913,392523,0,62999.99999999995,14777.999999999993,29.12482853223593,2.905349794238683,8.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,2410.657499999999,131094.66857142857,0.0183886768719852,0.0,0.0,0.0,0.0,1.0,1350.000000000001,60559.68000000005,0.0222920596674222,0.0,0.0,0.0,0.0,145781.35714285728,18.27040194884288,4.263093788063338
19609,392529,0,89999.99999999991,7024.500000000003,28.507544581618657,0.5432098765432098,0.0,3.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,247499.99999999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48411.00000000005,0.0,0.0,0.0,0.0,0.0,38250.00000000004,26.265214606021782,12.812299807815505
16085,392580,0,126000.00000000004,21996.000000000004,28.17832647462277,2.652949245541838,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,108989.99999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39365.99999999997,20.662847790507364,5.728314238952537
81,392592,0,179999.9999999999,33083.99999999998,30.33196159122085,3.308641975308642,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,89999.99999999991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202500.0000000001,0.0,0.0,0.0,0.0,0.0,240408.5000000001,9.249183895538629,5.44069640914037
18902,392607,0,134999.99999999997,53325.0,45.27297668038409,0.691358024691358,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,67499.99999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57690.00000000002,0.0,0.0,0.0,0.0,0.0,201544.5000000001,23.60337552742616,2.5316455696202533
17867,392668,0,67499.99999999994,6142.500000000001,35.98079561042524,1.1248285322359397,64.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3993.39,38724.20999999999,0.1031238597249627,0.0,0.0,0.0,0.0,1.0,0.0,22685.355000000007,0.0,0.0,0.0,0.0,0.0,143317.50000000012,14.652014652014651,10.989010989010987
17308,392937,0,85499.99999999997,11312.999999999998,34.5679012345679,0.6337448559670782,0.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,25406.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27084.000000000007,19.364359586316628,7.557677008750995
8498,393005,0,148499.9999999999,8999.999999999998,21.991769547325102,3.2290809327846364,11.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78479.99999999999,0.0,0.0,0.0,0.0,0.0,65155.50000000005,20.0,16.5
9671,393299,0,134999.99999999997,8428.499999999998,32.757201646090536,2.5761316872427984,10.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,315000.00000000023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,116547.74999999996,0.0,0.0,0.0,0.0,0.0,118792.80000000012,20.245595301655097,16.01708489054992
1747,393413,0,126000.00000000004,11249.999999999996,33.44307270233196,2.318244170096022,0.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,13055.12999999999,142163.09999999992,0.0918320576858551,0.0,0.0,0.0,0.0,1.0,0.0,89937.6839999999,0.0,0.0,0.0,0.0,0.0,19486.12499999999,20.0,11.2
18646,393431,0,337500.0,16434.000000000015,45.67901234567901,16.315500685871058,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,81621.00000000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41692.49999999996,0.0,0.0,0.0,0.0,0.0,175424.62499999988,26.532311062431543,20.53669222343921
24203,393888,0,157500.00000000003,28084.50000000001,40.76268861454047,3.506172839506173,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,76500.00000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,269999.99999999977,0.0,0.0,0.0,0.0,0.0,103138.07142857146,25.09726005447845,5.608075628905624
35580,394298,0,134999.99999999997,13499.99999999999,26.145404663923184,1.5994513031550068,0.0,2.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,67499.99999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40234.49999999998,0.0,0.0,0.0,0.0,0.0,59269.50000000006,20.0,10.0
25924,394420,0,112500.00000000004,22878.0,31.88203017832648,1.1330589849108368,11.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,179999.9999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341331.0,25.07336742722266,4.917387883556255
29789,394453,0,290249.99999999977,38128.50000000004,53.72565157750343,2.3786008230452675,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,121756.5,0.0,0.0,0.0,0.0,0.0,1.0,8964.000000000002,168682.221,0.0531413443981153,0.0,0.0,0.0,0.0,167751.4999999999,17.90983122860852,7.61241590935914
5950,395102,0,179999.9999999999,20249.999999999985,41.352537722908096,14.400548696844991,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,350325.0000000001,0.0,0.1428571428571428,0.0,76351.49999999997,0.0,0.9767441860465116,0.0,192045.4274999999,0.0,0.0,0.0,0.0,0.0,284231.99999999994,12.577777777777778,8.88888888888889
12517,395143,0,94500.00000000006,21258.000000000007,31.020576131687243,1.6104252400548698,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60736.49999999996,0.0,0.0,0.0,0.0,0.0,59300.99999999997,26.984123624047417,4.445385266723116
